,Vessel Name,Vessel,Country,Line Item,Amount,Business Date Local
62,Felicitas,DXB-027-01,AE,Waste Management,5.451086993086828,2024-04-01
63,Felicitas,DXB-027-01,AE,Pest Control,1.1278111020179644,2024-04-01
64,Felicitas,DXB-027-01,AE,Portable Toilets,0.0,2024-04-01
65,Felicitas,DXB-027-01,AE,Security Expenses,0.0,2024-04-01
66,Felicitas,DXB-027-01,AE,Fire/Safety,0.34908438871984615,2024-04-01
67,Felicitas,DXB-027-01,AE,Other,0.0,2024-04-01
68,La Perla,MIA-007-02,US,Rent,82.1917808219178,2024-04-01
69,La Perla,MIA-007-02,US,Marketing Expense,0.0,2024-04-01
70,La Perla,MIA-007-02,US,Insurance Expense,8.219178082191782,2024-04-01
71,La Perla,MIA-007-02,US,Repairs & Maintenance,0.0,2024-04-01
72,La Perla,MIA-007-02,US,Electricity,20.21917808219178,2024-04-01
73,La Perla,MIA-007-02,US,Grey Water,18.904109589041095,2024-04-01
74,La Perla,MIA-007-02,US,Fresh Water,3.287671232876712,2024-04-01
75,La Perla,MIA-007-02,US,Internet Services,2.958904109589041,2024-04-01
76,La Perla,MIA-007-02,US,"Fuel, Natural Gas & Propane",26.301369863013697,2024-04-01
77,La Perla,MIA-007-02,US,Business Rate,0.0,2024-04-01
78,La Perla,MIA-007-02,US,IMS Software,0.0,2024-04-01
79,La Perla,MIA-007-02,US,Waste Management,6.575342465753424,2024-04-01
80,La Perla,MIA-007-02,US,Pest Control,4.931506849315069,2024-04-01
81,La Perla,MIA-007-02,US,Portable Toilets,8.219178082191782,2024-04-01
82,La Perla,MIA-007-02,US,Security Expenses,0.0,2024-04-01
83,La Perla,MIA-007-02,US,Fire/Safety,3.1232876712328768,2024-04-01
84,La Perla,MIA-007-02,US,Other,0.0,2024-04-01
85,Mamtas Kitchen Ltd,LDN-029-01,GB,Rent,105.27222123864578,2024-04-01
86,Mamtas Kitchen Ltd,LDN-029-01,GB,Marketing Expense,0.0,2024-04-01
87,Mamtas Kitchen Ltd,LDN-029-01,GB,Insurance Expense,0.8421777699091663,2024-04-01
88,Mamtas Kitchen Ltd,LDN-029-01,GB,Repairs & Maintenance,0.0,2024-04-01
89,Mamtas Kitchen Ltd,LDN-029-01,GB,Electricity,47.08531693785158,2024-04-01
90,Mamtas Kitchen Ltd,LDN-029-01,GB,Grey Water,0.0,2024-04-01
91,Mamtas Kitchen Ltd,LDN-029-01,GB,Fresh Water,0.0,2024-04-01
92,Mamtas Kitchen Ltd,LDN-029-01,GB,Internet Services,4.210888849545832,2024-04-01
93,Mamtas Kitchen Ltd,LDN-029-01,GB,"Fuel, Natural Gas & Propane",23.159888672502074,2024-04-01
94,Mamtas Kitchen Ltd,LDN-029-01,GB,Business Rate,0.0,2024-04-01
95,Mamtas Kitchen Ltd,LDN-029-01,GB,IMS Software,0.0,2024-04-01
96,Mamtas Kitchen Ltd,LDN-029-01,GB,Waste Management,27.53921307602974,2024-04-01
97,Mamtas Kitchen Ltd,LDN-029-01,GB,Pest Control,4.126671072554915,2024-04-01
98,Mamtas Kitchen Ltd,LDN-029-01,GB,Portable Toilets,0.0,2024-04-01
99,Mamtas Kitchen Ltd,LDN-029-01,GB,Security Expenses,0.0,2024-04-01
100,Mamtas Kitchen Ltd,LDN-029-01,GB,Fire/Safety,10.73776656634187,2024-04-01
101,Mamtas Kitchen Ltd,LDN-029-01,GB,Other,0.0,2024-04-01
102,N&R Ltd,LDN-261-01,GB,Rent,105.27222123864578,2024-04-01
103,N&R Ltd,LDN-261-01,GB,Marketing Expense,0.0,2024-04-01
104,N&R Ltd,LDN-261-01,GB,Insurance Expense,0.8421777699091663,2024-04-01
105,N&R Ltd,LDN-261-01,GB,Repairs & Maintenance,0.0,2024-04-01
106,N&R Ltd,LDN-261-01,GB,Electricity,75.79599929182497,2024-04-01
107,N&R Ltd,LDN-261-01,GB,Grey Water,0.0,2024-04-01
108,N&R Ltd,LDN-261-01,GB,Fresh Water,0.0,2024-04-01
109,N&R Ltd,LDN-261-01,GB,Internet Services,4.210888849545832,2024-04-01
110,N&R Ltd,LDN-261-01,GB,"Fuel, Natural Gas & Propane",23.159888672502074,2024-04-01
111,N&R Ltd,LDN-261-01,GB,Business Rate,0.0,2024-04-01
112,N&R Ltd,LDN-261-01,GB,IMS Software,0.0,2024-04-01
113,N&R Ltd,LDN-261-01,GB,Waste Management,15.580288743319578,2024-04-01
114,N&R Ltd,LDN-261-01,GB,Pest Control,4.126671072554915,2024-04-01
115,N&R Ltd,LDN-261-01,GB,Portable Toilets,0.0,2024-04-01
116,N&R Ltd,LDN-261-01,GB,Security Expenses,0.0,2024-04-01
117,N&R Ltd,LDN-261-01,GB,Fire/Safety,10.73776656634187,2024-04-01
118,N&R Ltd,LDN-261-01,GB,Other,0.0,2024-04-01
119,NLAA,MIA-028-01,US,Rent,82.1917808219178,2024-04-01
120,NLAA,MIA-028-01,US,Marketing Expense,0.0,2024-04-01
121,NLAA,MIA-028-01,US,Insurance Expense,8.219178082191782,2024-04-01
122,NLAA,MIA-028-01,US,Repairs & Maintenance,0.0,2024-04-01
123,NLAA,MIA-028-01,US,Electricity,20.21917808219178,2024-04-01
124,NLAA,MIA-028-01,US,Grey Water,18.904109589041095,2024-04-01
125,NLAA,MIA-028-01,US,Fresh Water,3.287671232876712,2024-04-01
126,NLAA,MIA-028-01,US,Internet Services,2.958904109589041,2024-04-01
127,NLAA,MIA-028-01,US,"Fuel, Natural Gas & Propane",26.301369863013697,2024-04-01
128,NLAA,MIA-028-01,US,Business Rate,0.0,2024-04-01
129,NLAA,MIA-028-01,US,IMS Software,0.0,2024-04-01
130,NLAA,MIA-028-01,US,Waste Management,6.575342465753424,2024-04-01
131,NLAA,MIA-028-01,US,Pest Control,4.931506849315069,2024-04-01
132,NLAA,MIA-028-01,US,Portable Toilets,8.219178082191782,2024-04-01
133,NLAA,MIA-028-01,US,Security Expenses,0.0,2024-04-01
134,NLAA,MIA-028-01,US,Fire/Safety,3.1232876712328768,2024-04-01
135,NLAA,MIA-028-01,US,Other,0.0,2024-04-01
136,PNK International,BIR-002-01,GB,Rent,105.27222123864578,2024-04-01
137,PNK International,BIR-002-01,GB,Marketing Expense,0.0,2024-04-01
138,PNK International,BIR-002-01,GB,Insurance Expense,0.8421777699091663,2024-04-01
139,PNK International,BIR-002-01,GB,Repairs & Maintenance,0.0,2024-04-01
140,PNK International,BIR-002-01,GB,Electricity,42.10888849545832,2024-04-01
141,PNK International,BIR-002-01,GB,Grey Water,0.0,2024-04-01
142,PNK International,BIR-002-01,GB,Fresh Water,0.0,2024-04-01
143,PNK International,BIR-002-01,GB,Internet Services,4.210888849545832,2024-04-01
144,PNK International,BIR-002-01,GB,"Fuel, Natural Gas & Propane",15.99042931726534,2024-04-01
145,PNK International,BIR-002-01,GB,Business Rate,0.0,2024-04-01
146,PNK International,BIR-002-01,GB,IMS Software,0.0,2024-04-01
147,PNK International,BIR-002-01,GB,Waste Management,15.580288743319578,2024-04-01
148,PNK International,BIR-002-01,GB,Pest Control,4.126671072554915,2024-04-01
149,PNK International,BIR-002-01,GB,Portable Toilets,0.0,2024-04-01
150,PNK International,BIR-002-01,GB,Security Expenses,0.0,2024-04-01
151,PNK International,BIR-002-01,GB,Fire/Safety,10.73776656634187,2024-04-01
152,PNK International,BIR-002-01,GB,Other,0.0,2024-04-01
153,Sherni,TOR-028-02,CA,Rent,60.25281997576151,2024-04-01
154,Sherni,TOR-028-02,CA,Marketing Expense,0.0,2024-04-01
155,Sherni,TOR-028-02,CA,Insurance Expense,1.6147755753504085,2024-04-01
156,Sherni,TOR-028-02,CA,Repairs & Maintenance,0.0,2024-04-01
157,Sherni,TOR-028-02,CA,Electricity,26.51124078933507,2024-04-01
158,Sherni,TOR-028-02,CA,Grey Water,32.53652278691122,2024-04-01
159,Sherni,TOR-028-02,CA,Fresh Water,3.6151691985456913,2024-04-01
160,Sherni,TOR-028-02,CA,Internet Services,3.374157918642645,2024-04-01
161,Sherni,TOR-028-02,CA,"Fuel, Natural Gas & Propane",17.352812153019315,2024-04-01
162,Sherni,TOR-028-02,CA,Business Rate,0.0,2024-04-01
163,Sherni,TOR-028-02,CA,IMS Software,0.0,2024-04-01
164,Sherni,TOR-028-02,CA,Waste Management,9.51994555617032,2024-04-01
165,Sherni,TOR-028-02,CA,Pest Control,3.6151691985456913,2024-04-01
166,Sherni,TOR-028-02,CA,Portable Toilets,6.025281997576152,2024-04-01
167,Sherni,TOR-028-02,CA,Security Expenses,0.0,2024-04-01
168,Sherni,TOR-028-02,CA,Fire/Safety,3.012640998788076,2024-04-01
169,Sherni,TOR-028-02,CA,Other,0.0,2024-04-01
170,Simba,TOR-018-01,CA,Rent,60.25281997576151,2024-04-01
171,Simba,TOR-018-01,CA,Marketing Expense,0.0,2024-04-01
172,Simba,TOR-018-01,CA,Insurance Expense,1.6147755753504085,2024-04-01
173,Simba,TOR-018-01,CA,Repairs & Maintenance,0.0,2024-04-01
174,Simba,TOR-018-01,CA,Electricity,26.51124078933507,2024-04-01
175,Simba,TOR-018-01,CA,Grey Water,32.53652278691122,2024-04-01
176,Simba,TOR-018-01,CA,Fresh Water,3.6151691985456913,2024-04-01
177,Simba,TOR-018-01,CA,Internet Services,3.374157918642645,2024-04-01
178,Simba,TOR-018-01,CA,"Fuel, Natural Gas & Propane",17.352812153019315,2024-04-01
179,Simba,TOR-018-01,CA,Business Rate,0.0,2024-04-01
180,Simba,TOR-018-01,CA,IMS Software,0.0,2024-04-01
181,Simba,TOR-018-01,CA,Waste Management,9.51994555617032,2024-04-01
182,Simba,TOR-018-01,CA,Pest Control,3.6151691985456913,2024-04-01
183,Simba,TOR-018-01,CA,Portable Toilets,6.025281997576152,2024-04-01
184,Simba,TOR-018-01,CA,Security Expenses,0.0,2024-04-01
185,Simba,TOR-018-01,CA,Fire/Safety,3.012640998788076,2024-04-01
186,Simba,TOR-018-01,CA,Other,0.0,2024-04-01
187,Stacey,MIA-049-01,US,Rent,82.1917808219178,2024-04-01
188,Stacey,MIA-049-01,US,Marketing Expense,0.0,2024-04-01
189,Stacey,MIA-049-01,US,Insurance Expense,8.219178082191782,2024-04-01
190,Stacey,MIA-049-01,US,Repairs & Maintenance,0.0,2024-04-01
191,Stacey,MIA-049-01,US,Electricity,20.21917808219178,2024-04-01
192,Stacey,MIA-049-01,US,Grey Water,18.904109589041095,2024-04-01
193,Stacey,MIA-049-01,US,Fresh Water,3.287671232876712,2024-04-01
194,Stacey,MIA-049-01,US,Internet Services,2.958904109589041,2024-04-01
195,Stacey,MIA-049-01,US,"Fuel, Natural Gas & Propane",26.301369863013697,2024-04-01
196,Stacey,MIA-049-01,US,Business Rate,0.0,2024-04-01
197,Stacey,MIA-049-01,US,IMS Software,0.0,2024-04-01
198,Stacey,MIA-049-01,US,Waste Management,6.575342465753424,2024-04-01
199,Stacey,MIA-049-01,US,Pest Control,4.931506849315069,2024-04-01
200,Stacey,MIA-049-01,US,Portable Toilets,8.219178082191782,2024-04-01
201,Stacey,MIA-049-01,US,Security Expenses,0.0,2024-04-01
202,Stacey,MIA-049-01,US,Fire/Safety,3.1232876712328768,2024-04-01
203,Stacey,MIA-049-01,US,Other,0.0,2024-04-01
204,Wall Street Ltd 1,LIV-005-01,GB,Rent,105.27222123864578,2024-04-01
205,Wall Street Ltd 1,LIV-005-01,GB,Marketing Expense,0.0,2024-04-01
206,Wall Street Ltd 1,LIV-005-01,GB,Insurance Expense,0.8421777699091663,2024-04-01
207,Wall Street Ltd 1,LIV-005-01,GB,Repairs & Maintenance,0.0,2024-04-01
208,Wall Street Ltd 1,LIV-005-01,GB,Electricity,42.10888849545832,2024-04-01
209,Wall Street Ltd 1,LIV-005-01,GB,Grey Water,0.0,2024-04-01
210,Wall Street Ltd 1,LIV-005-01,GB,Fresh Water,0.0,2024-04-01
211,Wall Street Ltd 1,LIV-005-01,GB,Internet Services,4.210888849545832,2024-04-01
212,Wall Street Ltd 1,LIV-005-01,GB,"Fuel, Natural Gas & Propane",23.159888672502074,2024-04-01
213,Wall Street Ltd 1,LIV-005-01,GB,Business Rate,0.0,2024-04-01
214,Wall Street Ltd 1,LIV-005-01,GB,IMS Software,0.0,2024-04-01
215,Wall Street Ltd 1,LIV-005-01,GB,Waste Management,15.580288743319578,2024-04-01
216,Wall Street Ltd 1,LIV-005-01,GB,Pest Control,4.126671072554915,2024-04-01
217,Wall Street Ltd 1,LIV-005-01,GB,Portable Toilets,0.0,2024-04-01
218,Wall Street Ltd 1,LIV-005-01,GB,Security Expenses,0.0,2024-04-01
219,Wall Street Ltd 1,LIV-005-01,GB,Fire/Safety,10.73776656634187,2024-04-01
220,Wall Street Ltd 1,LIV-005-01,GB,Other,0.0,2024-04-01
221,Wall Street Ltd 2,LIV-005-02,GB,Rent,105.27222123864578,2024-04-01
222,Wall Street Ltd 2,LIV-005-02,GB,Marketing Expense,0.0,2024-04-01
223,Wall Street Ltd 2,LIV-005-02,GB,Insurance Expense,0.8421777699091663,2024-04-01
224,Wall Street Ltd 2,LIV-005-02,GB,Repairs & Maintenance,0.0,2024-04-01
225,Wall Street Ltd 2,LIV-005-02,GB,Electricity,42.10888849545832,2024-04-01
226,Wall Street Ltd 2,LIV-005-02,GB,Grey Water,0.0,2024-04-01
227,Wall Street Ltd 2,LIV-005-02,GB,Fresh Water,0.0,2024-04-01
228,Wall Street Ltd 2,LIV-005-02,GB,Internet Services,4.210888849545832,2024-04-01
229,Wall Street Ltd 2,LIV-005-02,GB,"Fuel, Natural Gas & Propane",23.159888672502074,2024-04-01
230,Wall Street Ltd 2,LIV-005-02,GB,Business Rate,0.0,2024-04-01
231,Wall Street Ltd 2,LIV-005-02,GB,IMS Software,0.0,2024-04-01
232,Wall Street Ltd 2,LIV-005-02,GB,Waste Management,15.580288743319578,2024-04-01
233,Wall Street Ltd 2,LIV-005-02,GB,Pest Control,4.126671072554915,2024-04-01
234,Wall Street Ltd 2,LIV-005-02,GB,Portable Toilets,0.0,2024-04-01
235,Wall Street Ltd 2,LIV-005-02,GB,Security Expenses,0.0,2024-04-01
236,Wall Street Ltd 2,LIV-005-02,GB,Fire/Safety,10.73776656634187,2024-04-01
237,Wall Street Ltd 2,LIV-005-02,GB,Other,0.0,2024-04-01
238,Eesentia,LDN-205-02,GB,Rent,0.0,2024-04-02
239,Eesentia,LDN-205-02,GB,Marketing Expense,0.0,2024-04-02
240,Eesentia,LDN-205-02,GB,Insurance Expense,0.8421777699091663,2024-04-02
241,Eesentia,LDN-205-02,GB,Repairs & Maintenance,0.0,2024-04-02
242,Eesentia,LDN-205-02,GB,Electricity,42.10888849545832,2024-04-02
243,Eesentia,LDN-205-02,GB,Grey Water,0.0,2024-04-02
244,Eesentia,LDN-205-02,GB,Fresh Water,0.0,2024-04-02
245,Eesentia,LDN-205-02,GB,Internet Services,4.210888849545832,2024-04-02
246,Eesentia,LDN-205-02,GB,"Fuel, Natural Gas & Propane",23.159888672502074,2024-04-02
247,Eesentia,LDN-205-02,GB,Business Rate,0.0,2024-04-02
248,Eesentia,LDN-205-02,GB,IMS Software,0.0,2024-04-02
249,Eesentia,LDN-205-02,GB,Waste Management,15.580288743319578,2024-04-02
250,Eesentia,LDN-205-02,GB,Pest Control,4.126671072554915,2024-04-02
251,Eesentia,LDN-205-02,GB,Portable Toilets,0.0,2024-04-02
252,Eesentia,LDN-205-02,GB,Security Expenses,0.0,2024-04-02
253,Eesentia,LDN-205-02,GB,Fire/Safety,10.73776656634187,2024-04-02
254,Eesentia,LDN-205-02,GB,Other,0.0,2024-04-02
255,Eleanor,MIA-009-07,US,Rent,82.1917808219178,2024-04-02
256,Eleanor,MIA-009-07,US,Marketing Expense,0.0,2024-04-02
257,Eleanor,MIA-009-07,US,Insurance Expense,8.219178082191782,2024-04-02
258,Eleanor,MIA-009-07,US,Repairs & Maintenance,0.0,2024-04-02
259,Eleanor,MIA-009-07,US,Electricity,20.21917808219178,2024-04-02
260,Eleanor,MIA-009-07,US,Grey Water,18.904109589041095,2024-04-02
261,Eleanor,MIA-009-07,US,Fresh Water,3.287671232876712,2024-04-02
262,Eleanor,MIA-009-07,US,Internet Services,2.958904109589041,2024-04-02
263,Eleanor,MIA-009-07,US,"Fuel, Natural Gas & Propane",26.301369863013697,2024-04-02
264,Eleanor,MIA-009-07,US,Business Rate,0.0,2024-04-02
265,Eleanor,MIA-009-07,US,IMS Software,0.0,2024-04-02
266,Eleanor,MIA-009-07,US,Waste Management,6.575342465753424,2024-04-02
267,Eleanor,MIA-009-07,US,Pest Control,4.931506849315069,2024-04-02
268,Eleanor,MIA-009-07,US,Portable Toilets,8.219178082191782,2024-04-02
269,Eleanor,MIA-009-07,US,Security Expenses,0.0,2024-04-02
270,Eleanor,MIA-009-07,US,Fire/Safety,3.1232876712328768,2024-04-02
271,Eleanor,MIA-009-07,US,Other,0.0,2024-04-02
272,Essence,MIA-037-04,US,Rent,82.1917808219178,2024-04-02
273,Essence,MIA-037-04,US,Marketing Expense,0.0,2024-04-02
274,Essence,MIA-037-04,US,Insurance Expense,8.219178082191782,2024-04-02
275,Essence,MIA-037-04,US,Repairs & Maintenance,0.0,2024-04-02
276,Essence,MIA-037-04,US,Electricity,20.21917808219178,2024-04-02
277,Essence,MIA-037-04,US,Grey Water,18.904109589041095,2024-04-02
278,Essence,MIA-037-04,US,Fresh Water,3.287671232876712,2024-04-02
279,Essence,MIA-037-04,US,Internet Services,2.958904109589041,2024-04-02
280,Essence,MIA-037-04,US,"Fuel, Natural Gas & Propane",26.301369863013697,2024-04-02
281,Essence,MIA-037-04,US,Business Rate,0.0,2024-04-02
282,Essence,MIA-037-04,US,IMS Software,0.0,2024-04-02
283,Essence,MIA-037-04,US,Waste Management,6.575342465753424,2024-04-02
284,Essence,MIA-037-04,US,Pest Control,4.931506849315069,2024-04-02
285,Essence,MIA-037-04,US,Portable Toilets,8.219178082191782,2024-04-02
286,Essence,MIA-037-04,US,Security Expenses,0.0,2024-04-02
287,Essence,MIA-037-04,US,Fire/Safety,3.1232876712328768,2024-04-02
288,Essence,MIA-037-04,US,Other,0.0,2024-04-02
289,Felicitas,DXB-027-01,AE,Rent,85.0333767394497,2024-04-02
290,Felicitas,DXB-027-01,AE,Marketing Expense,0.0,2024-04-02
291,Felicitas,DXB-027-01,AE,Insurance Expense,4.0816020834935856,2024-04-02
292,Felicitas,DXB-027-01,AE,Repairs & Maintenance,0.0,2024-04-02
293,Felicitas,DXB-027-01,AE,Electricity,22.592025567407475,2024-04-02
294,Felicitas,DXB-027-01,AE,Grey Water,0.9219408214908756,2024-04-02
295,Felicitas,DXB-027-01,AE,Fresh Water,3.0970050896683787,2024-04-02
296,Felicitas,DXB-027-01,AE,Internet Services,5.8449257906169105,2024-04-02
297,Felicitas,DXB-027-01,AE,"Fuel, Natural Gas & Propane",14.303509055751645,2024-04-02
298,Felicitas,DXB-027-01,AE,Business Rate,0.0,2024-04-02
299,Felicitas,DXB-027-01,AE,IMS Software,0.0,2024-04-02
300,Felicitas,DXB-027-01,AE,Waste Management,5.451086993086828,2024-04-02
301,Felicitas,DXB-027-01,AE,Pest Control,1.1278111020179644,2024-04-02
302,Felicitas,DXB-027-01,AE,Portable Toilets,0.0,2024-04-02
303,Felicitas,DXB-027-01,AE,Security Expenses,0.0,2024-04-02
304,Felicitas,DXB-027-01,AE,Fire/Safety,0.34908438871984615,2024-04-02
305,Felicitas,DXB-027-01,AE,Other,0.0,2024-04-02
306,La Perla,MIA-007-02,US,Rent,82.1917808219178,2024-04-02
307,La Perla,MIA-007-02,US,Marketing Expense,0.0,2024-04-02
308,La Perla,MIA-007-02,US,Insurance Expense,8.219178082191782,2024-04-02
309,La Perla,MIA-007-02,US,Repairs & Maintenance,0.0,2024-04-02
310,La Perla,MIA-007-02,US,Electricity,20.21917808219178,2024-04-02
311,La Perla,MIA-007-02,US,Grey Water,18.904109589041095,2024-04-02
312,La Perla,MIA-007-02,US,Fresh Water,3.287671232876712,2024-04-02
313,La Perla,MIA-007-02,US,Internet Services,2.958904109589041,2024-04-02
314,La Perla,MIA-007-02,US,"Fuel, Natural Gas & Propane",26.301369863013697,2024-04-02
315,La Perla,MIA-007-02,US,Business Rate,0.0,2024-04-02
316,La Perla,MIA-007-02,US,IMS Software,0.0,2024-04-02
317,La Perla,MIA-007-02,US,Waste Management,6.575342465753424,2024-04-02
318,La Perla,MIA-007-02,US,Pest Control,4.931506849315069,2024-04-02
319,La Perla,MIA-007-02,US,Portable Toilets,8.219178082191782,2024-04-02
320,La Perla,MIA-007-02,US,Security Expenses,0.0,2024-04-02
321,La Perla,MIA-007-02,US,Fire/Safety,3.1232876712328768,2024-04-02
322,La Perla,MIA-007-02,US,Other,0.0,2024-04-02
323,Mamtas Kitchen Ltd,LDN-029-01,GB,Rent,105.27222123864578,2024-04-02
324,Mamtas Kitchen Ltd,LDN-029-01,GB,Marketing Expense,0.0,2024-04-02
325,Mamtas Kitchen Ltd,LDN-029-01,GB,Insurance Expense,0.8421777699091663,2024-04-02
326,Mamtas Kitchen Ltd,LDN-029-01,GB,Repairs & Maintenance,0.0,2024-04-02
327,Mamtas Kitchen Ltd,LDN-029-01,GB,Electricity,47.08531693785158,2024-04-02
328,Mamtas Kitchen Ltd,LDN-029-01,GB,Grey Water,0.0,2024-04-02
329,Mamtas Kitchen Ltd,LDN-029-01,GB,Fresh Water,0.0,2024-04-02
330,Mamtas Kitchen Ltd,LDN-029-01,GB,Internet Services,4.210888849545832,2024-04-02
331,Mamtas Kitchen Ltd,LDN-029-01,GB,"Fuel, Natural Gas & Propane",23.159888672502074,2024-04-02
332,Mamtas Kitchen Ltd,LDN-029-01,GB,Business Rate,0.0,2024-04-02
333,Mamtas Kitchen Ltd,LDN-029-01,GB,IMS Software,0.0,2024-04-02
334,Mamtas Kitchen Ltd,LDN-029-01,GB,Waste Management,27.53921307602974,2024-04-02
335,Mamtas Kitchen Ltd,LDN-029-01,GB,Pest Control,4.126671072554915,2024-04-02
336,Mamtas Kitchen Ltd,LDN-029-01,GB,Portable Toilets,0.0,2024-04-02
337,Mamtas Kitchen Ltd,LDN-029-01,GB,Security Expenses,0.0,2024-04-02
338,Mamtas Kitchen Ltd,LDN-029-01,GB,Fire/Safety,10.73776656634187,2024-04-02
339,Mamtas Kitchen Ltd,LDN-029-01,GB,Other,0.0,2024-04-02
340,N&R Ltd,LDN-261-01,GB,Rent,105.27222123864578,2024-04-02
341,N&R Ltd,LDN-261-01,GB,Marketing Expense,0.0,2024-04-02
342,N&R Ltd,LDN-261-01,GB,Insurance Expense,0.8421777699091663,2024-04-02
343,N&R Ltd,LDN-261-01,GB,Repairs & Maintenance,0.0,2024-04-02
344,N&R Ltd,LDN-261-01,GB,Electricity,75.79599929182497,2024-04-02
345,N&R Ltd,LDN-261-01,GB,Grey Water,0.0,2024-04-02
346,N&R Ltd,LDN-261-01,GB,Fresh Water,0.0,2024-04-02
